date,facility_id,facility_name,lga,state,latitude,longitude,antigen_type,current_stock_level,fridge_temperature_celsius,grid_status_operational,is_stockout
2026-08-26,67216702.0,Gasanya Health Post,Auyo,Jigawa,12.2704195,9.9262541,Penta,136,21.33,1,0
2026-08-26,67216702.0,Gasanya Health Post,Auyo,Jigawa,12.2704195,9.9262541,Measles,0,21.33,1,1
2026-08-27,67216702.0,Gasanya Health Post,Auyo,Jigawa,12.2704195,9.9262541,BCG,124,18.98,1,0
2026-08-27,67216702.0,Gasanya Health Post,Auyo,Jigawa,12.2704195,9.9262541,Penta,117,18.98,1,0
2026-08-27,67216702.0,Gasanya Health Post,Auyo,Jigawa,12.2704195,9.9262541,Measles,0,18.98,1,1
2026-08-01,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,105,2.0,1,0
2026-08-01,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,104,2.0,1,0
2026-08-01,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,95,2.0,1,0
2026-08-06,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,84,16.0,1,0
2026-08-06,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,90,16.0,1,0
2026-08-06,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,16.0,1,1
2026-08-08,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,66,14.24,1,0
2026-08-08,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,69,14.24,1,0
2026-08-08,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,14.24,1,1
2026-08-09,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,49,11.46,1,0
2026-08-09,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,48,11.46,1,0
2026-08-09,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,11.46,1,1
2026-08-12,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,29,15.93,1,0
2026-08-12,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,28,15.93,1,0
2026-08-12,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,15.93,1,1
2026-08-16,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,0,20.97,1,1
2026-08-16,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,168,20.97,1,0
2026-08-16,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,20.97,1,1
2026-08-21,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,160,20.91,1,1
2026-08-21,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,147,20.91,1,0
2026-08-21,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,20.91,1,1
2026-08-23,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,141,20.84,1,0
2026-08-23,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,0,20.84,1,1
2026-08-23,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,20.84,1,1
2026-08-24,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,0,17.22,1,1
2026-08-24,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,0,17.22,1,1
2026-08-24,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,17.22,1,1
2026-08-28,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,BCG,0,19.35,1,1
2026-08-28,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Penta,160,19.35,1,1
2026-08-28,87403264.0,Safa Karfi Health Post,Auyo,Jigawa,12.2457794,9.8798986,Measles,0,19.35,1,1
2026-08-03,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,103,9.39,1,0
2026-08-03,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,96,9.39,1,0
2026-08-03,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,109,9.39,1,0
2026-08-04,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,90,6.95,1,0
2026-08-04,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,76,6.95,1,0
2026-08-04,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,91,6.95,1,0
2026-08-07,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,72,9.13,1,0
2026-08-07,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,43,9.13,1,0
2026-08-07,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,71,9.13,1,0
2026-08-08,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,51,5.89,1,0
2026-08-08,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,21,5.89,1,0
2026-08-08,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,49,5.89,1,0
2026-08-18,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,34,21.01,1,0
2026-08-18,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,0,21.01,1,1
2026-08-18,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,28,21.01,1,0
2026-08-25,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,12,20.41,1,0
2026-08-25,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,0,20.41,1,1
2026-08-25,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,11,20.41,1,0
2026-08-26,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,0,17.14,1,1
2026-08-26,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,0,17.14,1,1
2026-08-26,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,160,17.14,1,1
2026-08-29,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,BCG,160,19.57,1,1
2026-08-29,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Penta,0,19.57,1,1
2026-08-29,78936784.0,Makadi Health Post,Babura,Jigawa,12.7045029,8.9701653,Measles,138,19.57,1,0
2026-08-09,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,104,21.63,1,0
2026-08-09,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,21.63,1,1
2026-08-09,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,96,21.63,1,0
2026-08-12,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,86,21.45,1,0
2026-08-12,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,21.45,1,1
2026-08-12,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,75,21.45,1,0
2026-08-16,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,60,20.76,1,0
2026-08-16,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,20.76,1,1
2026-08-16,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,65,20.76,1,0
2026-08-22,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,43,21.53,1,0
2026-08-22,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,21.53,1,1
2026-08-22,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,46,21.53,1,0
2026-08-24,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,26,22.16,1,0
2026-08-24,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,22.16,1,1
2026-08-24,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,33,22.16,1,0
2026-08-25,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,0,19.44,1,1
2026-08-25,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,19.44,1,1
2026-08-25,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,174,19.44,1,0
2026-08-28,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,0,21.8,1,1
2026-08-28,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,160,21.8,1,1
2026-08-28,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,155,21.8,1,0
2026-08-30,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,BCG,160,21.57,1,1
2026-08-30,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Penta,0,21.57,1,1
2026-08-30,77342783.0,Giginya Primary Health Clinic,Babura,Jigawa,12.6483593,8.8900623,Measles,133,21.57,1,0
2026-08-01,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,89,2.0,1,0
2026-08-01,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,101,2.0,1,0
2026-08-01,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,101,2.0,1,0
2026-08-06,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,74,17.43,1,0
2026-08-06,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,81,17.43,1,0
2026-08-06,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,83,17.43,1,0
2026-08-09,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,54,21.84,1,0
2026-08-09,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,21.84,1,1
2026-08-09,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,66,21.84,1,0
2026-08-15,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,37,20.28,1,0
2026-08-15,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,20.28,1,1
2026-08-15,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,46,20.28,1,0
2026-08-19,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,23,21.18,1,0
2026-08-19,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,21.18,1,1
2026-08-19,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,29,21.18,1,0
2026-08-20,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,164,18.68,1,0
2026-08-20,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,18.68,1,1
2026-08-20,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,13,18.68,1,0
2026-08-22,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,147,18.77,1,0
2026-08-22,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,18.77,1,1
2026-08-22,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,0,18.77,1,1
2026-08-23,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,120,15.71,1,0
2026-08-23,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,15.71,1,1
2026-08-23,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,0,15.71,1,1
2026-08-26,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,99,17.8,1,0
2026-08-26,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,17.8,1,1
2026-08-26,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,0,17.8,1,1
2026-08-29,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,BCG,82,19.87,1,0
2026-08-29,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Penta,0,19.87,1,1
2026-08-29,13896814.0,Dukwana Health Post,Birnin Kudu,Jigawa,11.6751604,9.5638707,Measles,0,19.87,1,1
2026-08-01,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,BCG,98,2.0,1,0
2026-08-01,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Penta,103,2.0,1,0
2026-08-01,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Measles,108,2.0,1,0
2026-08-10,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,BCG,71,21.42,1,0
2026-08-10,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Penta,82,21.42,1,0
2026-08-10,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Measles,0,21.42,1,1
2026-08-14,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,BCG,42,20.82,1,0
2026-08-14,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Penta,0,20.82,1,1
2026-08-14,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Measles,0,20.82,1,1
2026-08-19,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,BCG,0,20.59,1,1
2026-08-19,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Penta,0,20.59,1,1
2026-08-19,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Measles,0,20.59,1,1
2026-08-20,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,BCG,0,16.71,1,1
2026-08-20,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Penta,0,16.71,1,1
2026-08-20,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Measles,0,16.71,1,1
2026-08-25,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,BCG,0,21.02,1,1
2026-08-25,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Penta,0,21.02,1,1
2026-08-25,84887737.0,Wurno Primary Health Care Clinic,Birnin Kudu,Jigawa,11.4168143,9.6149566,Measles,160,21.02,1,1
2026-08-04,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,103,13.23,1,0
2026-08-04,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,97,13.23,1,0
2026-08-04,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,0,13.23,1,1
2026-08-05,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,90,10.36,1,0
2026-08-05,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,79,10.36,1,0
2026-08-05,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,160,10.36,1,1
2026-08-12,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,73,20.75,1,0
2026-08-12,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,59,20.75,1,0
2026-08-12,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,134,20.75,1,0
2026-08-14,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,59,21.38,1,0
2026-08-14,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,40,21.38,1,0
2026-08-14,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,118,21.38,1,0
2026-08-16,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,42,20.09,1,0
2026-08-16,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,160,20.09,1,1
2026-08-16,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,96,20.09,1,0
2026-08-17,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,181,16.4,1,0
2026-08-17,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,143,16.4,1,0
2026-08-17,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,0,16.4,1,1
2026-08-21,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,151,21.76,1,0
2026-08-21,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,128,21.76,1,0
2026-08-21,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,0,21.76,1,1
2026-08-24,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,133,20.9,1,0
2026-08-24,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,103,20.9,1,0
2026-08-24,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,0,20.9,1,1
2026-08-26,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,0,21.47,1,1
2026-08-26,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,85,21.47,1,0
2026-08-26,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,0,21.47,1,1
2026-08-29,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,0,22.09,1,1
2026-08-29,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,57,22.09,1,0
2026-08-29,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,160,22.09,1,1
2026-08-30,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,BCG,0,20.45,1,1
2026-08-30,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Penta,30,20.45,1,0
2026-08-30,78323573.0,Nguwa Primary Health Clinic,Birniwa,Jigawa,12.911089,10.1005526,Measles,0,20.45,1,1
2026-08-03,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,101,8.35,1,0
2026-08-03,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,100,8.35,1,0
2026-08-03,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,102,8.35,1,0
2026-08-05,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,77,10.87,1,0
2026-08-05,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,80,10.87,1,0
2026-08-05,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,82,10.87,1,0
2026-08-11,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,67,22.1,1,0
2026-08-11,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,0,22.1,1,1
2026-08-11,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,58,22.1,1,0
2026-08-13,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,48,21.7,1,0
2026-08-13,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,0,21.7,1,1
2026-08-13,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,195,21.7,1,0
2026-08-16,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,197,20.45,1,0
2026-08-16,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,0,20.45,1,1
2026-08-16,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,168,20.45,1,0
2026-08-19,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,174,22.0,1,0
2026-08-19,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,0,22.0,1,1
2026-08-19,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,151,22.0,1,0
2026-08-20,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,148,19.13,1,0
2026-08-20,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,0,19.13,1,1
2026-08-20,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,120,19.13,1,0
2026-08-30,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,BCG,0,21.32,1,1
2026-08-30,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Penta,160,21.32,1,1
2026-08-30,58818767.0,Kazura Primary Health Care Center,Birniwa,Jigawa,12.733739,9.962733,Measles,100,21.32,1,0
2026-08-09,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,BCG,0,21.36,1,1
2026-08-09,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,Penta,0,21.36,1,1
2026-08-09,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,Measles,106,21.36,1,0
2026-08-12,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,BCG,0,20.34,1,1
2026-08-12,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,Penta,0,20.34,1,1
2026-08-12,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,Measles,76,20.34,1,0
2026-08-13,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,BCG,0,17.52,1,1
2026-08-13,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,Penta,0,17.52,1,1
2026-08-13,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,Measles,50,17.52,1,0
2026-08-15,48292321.0,Kukuma Primary Health Clinic,Buji,Jigawa,11.450644,9.696123,BCG,0,19.41,1,1
